target_time,split_code,recommended_patrols,maximum_priority_score,mean_selected_confidence,deployment_status
2024-03-08 19:00:00+05:30,2,0,,,no_deployment_recommended
2024-03-08 20:00:00+05:30,2,0,,,no_deployment_recommended
2024-03-08 21:00:00+05:30,2,0,,,no_deployment_recommended
2024-03-08 22:00:00+05:30,2,1,0.63820016,0.9099716,deployment_recommended
2024-03-08 23:00:00+05:30,2,3,4.7540293,0.89771324,deployment_recommended
2024-03-09 00:00:00+05:30,2,7,3.9265342,0.9125128,deployment_recommended
2024-03-09 01:00:00+05:30,2,16,6.5230813,0.89494914,deployment_recommended
2024-03-09 02:00:00+05:30,2,24,4.2455964,0.9042001,deployment_recommended
2024-03-09 03:00:00+05:30,2,25,3.8488927,0.8632614,deployment_recommended
2024-03-09 04:00:00+05:30,2,25,5.8082376,0.86527145,deployment_recommended
2024-03-09 05:00:00+05:30,2,25,5.855507,0.8657564,deployment_recommended
2024-03-09 06:00:00+05:30,2,25,4.8232737,0.8511404,deployment_recommended
2024-03-09 07:00:00+05:30,2,25,4.3600082,0.88134253,deployment_recommended
2024-03-09 08:00:00+05:30,2,25,7.194924,0.8873152,deployment_recommended
2024-03-09 09:00:00+05:30,2,25,8.119963,0.85696983,deployment_recommended
